way_id,local_hour,distanceToHealths
-446,2019-06-20 12:00:00,642.3166314577522
-447,2019-06-20 12:00:00,522.6656879780817
-448,2019-06-20 12:00:00,217.04854357359247
-449,2019-06-20 12:00:00,316.57199642050443
-450,2019-06-20 12:00:00,335.3268390821789
-451,2019-06-20 12:00:00,235.43723487115525
-452,2019-06-20 12:00:00,391.01929332680584
-453,2019-06-20 12:00:00,217.18565407960946
-454,2019-06-20 12:00:00,235.43723487115525
-455,2019-06-20 12:00:00,80.50022181326253
-456,2019-06-20 12:00:00,367.48463590379316
-457,2019-06-20 12:00:00,246.28752431938486
-458,2019-06-20 12:00:00,237.44936250710322
-459,2019-06-20 12:00:00,784.6166455182218
-460,2019-06-20 12:00:00,726.1568702451916
-461,2019-06-20 12:00:00,2524.20810397409
-462,2019-06-20 12:00:00,2756.4580479645188
-463,2019-06-20 12:00:00,2980.4440035713096
-464,2019-06-20 12:00:00,3082.714394523438
-465,2019-06-20 12:00:00,3100.955624647556
-466,2019-06-20 12:00:00,2526.574884618218
-467,2019-06-20 12:00:00,127.60984924625868
-468,2019-06-20 12:00:00,132.06694165616076
-469,2019-06-20 12:00:00,99.71086672683127
-470,2019-06-20 12:00:00,83.94463029138878
-471,2019-06-20 12:00:00,99.71086672683127
-472,2019-06-20 12:00:00,83.17428108962221
-473,2019-06-20 12:00:00,166.5009048100792
-474,2019-06-20 12:00:00,512.5469431881015
-475,2019-06-20 12:00:00,792.3456460786286
-476,2019-06-20 12:00:00,929.74332907271
-477,2019-06-20 12:00:00,832.0360498761543
-478,2019-06-20 12:00:00,481.11238961391535
-479,2019-06-20 12:00:00,251.05269638339604
-480,2019-06-20 12:00:00,44.704039145856584
-481,2019-06-20 12:00:00,804.4717757860044
-482,2019-06-20 12:00:00,223.4003501548774
-483,2019-06-20 12:00:00,153.93559614427568
-484,2019-06-20 12:00:00,84.71957839325928
-485,2019-06-20 12:00:00,718.1902120183242
-486,2019-06-20 12:00:00,708.5040205740852
-487,2019-06-20 12:00:00,390.3006334384825
-488,2019-06-20 12:00:00,783.4485012041158
-489,2019-06-20 12:00:00,964.7537927435898
-490,2019-06-20 12:00:00,658.88409275896
-491,2019-06-20 12:00:00,897.6786882816649
-492,2019-06-20 12:00:00,1152.1212078362837
-493,2019-06-20 12:00:00,1203.7003822347365
-494,2019-06-20 12:00:00,1308.957002476003
-495,2019-06-20 12:00:00,1422.1926623764803
-496,2019-06-20 12:00:00,970.0169435478363
-497,2019-06-20 12:00:00,428.6630369422781
-498,2019-06-20 12:00:00,453.56297056558054
-499,2019-06-20 12:00:00,612.1659345831723
-500,2019-06-20 12:00:00,882.0208792826287
-501,2019-06-20 12:00:00,143.9980885797031
-502,2019-06-20 12:00:00,166.50307124607173
-503,2019-06-20 12:00:00,166.50307124607173
-504,2019-06-20 12:00:00,444.44868208535723
-505,2019-06-20 12:00:00,357.3874498719179
-506,2019-06-20 12:00:00,376.73306896655856
-507,2019-06-20 12:00:00,169.42020657171912
-508,2019-06-20 12:00:00,122.32034009909667
-509,2019-06-20 12:00:00,756.8555108740842
-510,2019-06-20 12:00:00,1814.927349481592
-511,2019-06-20 12:00:00,817.083453959374
-512,2019-06-20 12:00:00,3114.3978858168684
-513,2019-06-20 12:00:00,244.69812372990285
-514,2019-06-20 12:00:00,4349.557976719376
-515,2019-06-20 12:00:00,4409.383944099889
-516,2019-06-20 12:00:00,4301.368798083737
-517,2019-06-20 12:00:00,4376.643593528048
-518,2019-06-20 12:00:00,4405.658640858829
-519,2019-06-20 12:00:00,4396.497115822976
-520,2019-06-20 12:00:00,4885.257178357871
-521,2019-06-20 12:00:00,4439.18080310512
-522,2019-06-20 12:00:00,372.01080897271385
-523,2019-06-20 12:00:00,231.71999889217565
-524,2019-06-20 12:00:00,286.4873969191795
-525,2019-06-20 12:00:00,4301.368798083737
-526,2019-06-20 12:00:00,559.6724162455827
-527,2019-06-20 12:00:00,989.6312181356932
-528,2019-06-20 12:00:00,1441.971514757884
-529,2019-06-20 12:00:00,1769.1394841839235
-530,2019-06-20 12:00:00,1436.6231302094066
-531,2019-06-20 12:00:00,868.5399199195388
-532,2019-06-20 12:00:00,521.8605270052925
-533,2019-06-20 12:00:00,1287.761395559425
-534,2019-06-20 12:00:00,316.57199642050443
-535,2019-06-20 12:00:00,1285.3686076676113
-536,2019-06-20 12:00:00,1550.8242813114687
-537,2019-06-20 12:00:00,1147.228555378869
-538,2019-06-20 12:00:00,1295.8592575139887
-539,2019-06-20 12:00:00,1769.0706445802568
