way_id,local_hour,distanceToParks
-236,2019-06-20 12:00:00,5428.2351496654865
-237,2019-06-20 12:00:00,7145.537949200025
-238,2019-06-20 12:00:00,1229.0166083582108
-239,2019-06-20 12:00:00,3025.594293874897
-240,2019-06-20 12:00:00,5590.198600042824
-241,2019-06-20 12:00:00,5539.011590334878
-242,2019-06-20 12:00:00,1111.3504092399207
-243,2019-06-20 12:00:00,1472.3346191869016
-244,2019-06-20 12:00:00,2236.5343829252865
-245,2019-06-20 12:00:00,3055.919975049455
-246,2019-06-20 12:00:00,2492.1394389305146
-247,2019-06-20 12:00:00,3128.041921894074
-248,2019-06-20 12:00:00,2986.2027055658086
-249,2019-06-20 12:00:00,1663.5129347404552
-250,2019-06-20 12:00:00,586.078462516722
-251,2019-06-20 12:00:00,1271.2938941664238
-252,2019-06-20 12:00:00,1540.6005110839303
-253,2019-06-20 12:00:00,282.384752230962
-254,2019-06-20 12:00:00,195.1698293981823
-255,2019-06-20 12:00:00,317.4472348478136
-256,2019-06-20 12:00:00,819.1923730611701
-257,2019-06-20 12:00:00,3552.2912523684654
-258,2019-06-20 12:00:00,5.134536167306767e-10
-259,2019-06-20 12:00:00,545.3173317898182
-260,2019-06-20 12:00:00,209.59202633061668
-261,2019-06-20 12:00:00,1364.427277922681
-262,2019-06-20 12:00:00,2518.3455648386503
-263,2019-06-20 12:00:00,633.9916177142192
-264,2019-06-20 12:00:00,637.3819639007335
-265,2019-06-20 12:00:00,1050.1182113851964
-266,2019-06-20 12:00:00,3188.6508776587316
-267,2019-06-20 12:00:00,2028.9383773858497
-268,2019-06-20 12:00:00,1512.783517192215
-269,2019-06-20 12:00:00,0.0
-270,2019-06-20 12:00:00,1541.6038273821237
-271,2019-06-20 12:00:00,2153.015490685333
-272,2019-06-20 12:00:00,1.645005425157896e-10
-273,2019-06-20 12:00:00,1582.1987582097204
-274,2019-06-20 12:00:00,1672.778338227771
-275,2019-06-20 12:00:00,1296.6912687929723
-276,2019-06-20 12:00:00,1072.9596038606528
-277,2019-06-20 12:00:00,1377.6660813142628
-278,2019-06-20 12:00:00,1202.404556586073
-279,2019-06-20 12:00:00,321.677628634112
-280,2019-06-20 12:00:00,507.8061758661912
-281,2019-06-20 12:00:00,852.7732584502191
-282,2019-06-20 12:00:00,581.5662183285062
-283,2019-06-20 12:00:00,835.3934859223358
-284,2019-06-20 12:00:00,726.5444342571637
-285,2019-06-20 12:00:00,1101.4606383082275
-286,2019-06-20 12:00:00,89.98823801505687
-287,2019-06-20 12:00:00,5.992873943408293e-10
-288,2019-06-20 12:00:00,82.59853340881557
-289,2019-06-20 12:00:00,1.2159738287425205e-10
-290,2019-06-20 12:00:00,460.15720632909574
-291,2019-06-20 12:00:00,695.067068914298
-292,2019-06-20 12:00:00,941.1870203695195
-293,2019-06-20 12:00:00,7180.396306592604
-294,2019-06-20 12:00:00,5399.600454842521
-295,2019-06-20 12:00:00,2892.6401846374756
-296,2019-06-20 12:00:00,3908.211912178139
-297,2019-06-20 12:00:00,3444.596555072368
-298,2019-06-20 12:00:00,1142.9196841628534
-299,2019-06-20 12:00:00,1692.9859294220275
-300,2019-06-20 12:00:00,1923.7749267932757
-301,2019-06-20 12:00:00,1923.7749267932757
-302,2019-06-20 12:00:00,1682.4645112887044
-303,2019-06-20 12:00:00,1954.8389587310826
-304,2019-06-20 12:00:00,2015.9670237309979
-305,2019-06-20 12:00:00,2093.5134486549837
-306,2019-06-20 12:00:00,2139.47507841949
-307,2019-06-20 12:00:00,1964.2459486337102
-308,2019-06-20 12:00:00,1240.7970302563758
-309,2019-06-20 12:00:00,1566.7801466810604
-310,2019-06-20 12:00:00,1611.275600994871
-311,2019-06-20 12:00:00,1613.4325352365652
-312,2019-06-20 12:00:00,1277.4679968211412
-313,2019-06-20 12:00:00,1144.1732771657926
-314,2019-06-20 12:00:00,1246.138609822119
-315,2019-06-20 12:00:00,874.0363840637649
-316,2019-06-20 12:00:00,276.5986523363828
-317,2019-06-20 12:00:00,834.0708205410792
-318,2019-06-20 12:00:00,240.45856759805247
-319,2019-06-20 12:00:00,235.80835168156864
-320,2019-06-20 12:00:00,2498.4346969717762
-321,2019-06-20 12:00:00,181.30445176817344
-322,2019-06-20 12:00:00,545.5799595666217
-323,2019-06-20 12:00:00,391.1842775744826
-324,2019-06-20 12:00:00,444.1809856840781
-325,2019-06-20 12:00:00,521.6061797329154
-326,2019-06-20 12:00:00,137.8142367936166
-327,2019-06-20 12:00:00,545.8331879030396
-328,2019-06-20 12:00:00,1587.5849706538347
-329,2019-06-20 12:00:00,1631.3389268727697
-330,2019-06-20 12:00:00,1565.1086302006452
-331,2019-06-20 12:00:00,2712.668920621565
-332,2019-06-20 12:00:00,2880.910712431338
-333,2019-06-20 12:00:00,3140.1541147579082
-334,2019-06-20 12:00:00,33.255519204706125
-335,2019-06-20 12:00:00,4.532792861479616
-336,2019-06-20 12:00:00,61.899995973378914
-337,2019-06-20 12:00:00,32.86900101039606
-338,2019-06-20 12:00:00,1138.2401030358565
-339,2019-06-20 12:00:00,1112.6504507946267
-340,2019-06-20 12:00:00,766.1489744221826
-341,2019-06-20 12:00:00,2563.1202377697273
-342,2019-06-20 12:00:00,2616.847917740721
-343,2019-06-20 12:00:00,3162.451927619972
-344,2019-06-20 12:00:00,735.3887486265547
-345,2019-06-20 12:00:00,549.0861361274988
-346,2019-06-20 12:00:00,318.4057896781501
-347,2019-06-20 12:00:00,320.31014565348846
-348,2019-06-20 12:00:00,135.52036952301188
-349,2019-06-20 12:00:00,156.44935966055084
-350,2019-06-20 12:00:00,993.3471121762983
-351,2019-06-20 12:00:00,1174.9936000890598
-352,2019-06-20 12:00:00,977.5727879162539
-353,2019-06-20 12:00:00,858.4451626534052
-354,2019-06-20 12:00:00,460.3563986617431
-355,2019-06-20 12:00:00,3.8591337772503285e-11
-356,2019-06-20 12:00:00,5.5083697065753086
-357,2019-06-20 12:00:00,455.79408819613167
-358,2019-06-20 12:00:00,308.4708252154501
-359,2019-06-20 12:00:00,345.50877306982704
-360,2019-06-20 12:00:00,109.78162332059918
-361,2019-06-20 12:00:00,150.93651833485913
-362,2019-06-20 12:00:00,133.05833749762084
-363,2019-06-20 12:00:00,66.54027087525112
-364,2019-06-20 12:00:00,64.83348648840018
-365,2019-06-20 12:00:00,85.29049042688469
-366,2019-06-20 12:00:00,287.77593590302087
-367,2019-06-20 12:00:00,628.8616023904448
-368,2019-06-20 12:00:00,71.96089263879148
-369,2019-06-20 12:00:00,0.0
-370,2019-06-20 12:00:00,6.0983986809849
-371,2019-06-20 12:00:00,500.5166862310548
-372,2019-06-20 12:00:00,512.5213997230641
-373,2019-06-20 12:00:00,536.2109197168999
-374,2019-06-20 12:00:00,333.6025317939962
-375,2019-06-20 12:00:00,134.33423765725203
-376,2019-06-20 12:00:00,0.0
-377,2019-06-20 12:00:00,505.0937498314978
-378,2019-06-20 12:00:00,589.7103889421065
-379,2019-06-20 12:00:00,3303.4113470089364
-380,2019-06-20 12:00:00,3520.150223374822
-381,2019-06-20 12:00:00,2915.6828177567877
-382,2019-06-20 12:00:00,2624.055337274678
-383,2019-06-20 12:00:00,2389.000475973223
-384,2019-06-20 12:00:00,2023.7025047409556
-385,2019-06-20 12:00:00,1953.4265862773632
-386,2019-06-20 12:00:00,1949.4710566146762
-387,2019-06-20 12:00:00,1514.4213765434868
-388,2019-06-20 12:00:00,1548.1045575324772
-389,2019-06-20 12:00:00,1735.0276538035403
-390,2019-06-20 12:00:00,1875.7101553366285
-391,2019-06-20 12:00:00,1633.4936734510206
-392,2019-06-20 12:00:00,1568.2136594156632
-393,2019-06-20 12:00:00,1155.7381790055108
-394,2019-06-20 12:00:00,662.5708658293398
-395,2019-06-20 12:00:00,167.32418112180028
-396,2019-06-20 12:00:00,747.8615823921108
-397,2019-06-20 12:00:00,691.7708457221541
-398,2019-06-20 12:00:00,2666.482126919427
-399,2019-06-20 12:00:00,2751.2017338836595
-400,2019-06-20 12:00:00,1091.2913849881259
-401,2019-06-20 12:00:00,8362.859464354606
-402,2019-06-20 12:00:00,1.4137861533841444e-10
-403,2019-06-20 12:00:00,7121.929147400423
-404,2019-06-20 12:00:00,2511.447426382531
-405,2019-06-20 12:00:00,3957.1627521630717
-406,2019-06-20 12:00:00,3852.5948381295966
-407,2019-06-20 12:00:00,3722.0080614167955
-408,2019-06-20 12:00:00,3076.875119891435
-409,2019-06-20 12:00:00,3076.207366882286
-410,2019-06-20 12:00:00,3521.7611907657524
-411,2019-06-20 12:00:00,1869.5629607033081
-412,2019-06-20 12:00:00,1890.768043903644
-413,2019-06-20 12:00:00,1935.5078400795828
-414,2019-06-20 12:00:00,2159.423637394344
-415,2019-06-20 12:00:00,2247.5173123358736
-416,2019-06-20 12:00:00,2423.1580288861333
-417,2019-06-20 12:00:00,2346.8915898087116
-418,2019-06-20 12:00:00,2277.9367608734606
-419,2019-06-20 12:00:00,1941.3063339951013
-420,2019-06-20 12:00:00,1804.4211097973894
-421,2019-06-20 12:00:00,1916.6804081356938
-422,2019-06-20 12:00:00,2676.899375624096
-423,2019-06-20 12:00:00,3014.727336212048
-424,2019-06-20 12:00:00,1912.2299590994844
-425,2019-06-20 12:00:00,3165.023168584409
-426,2019-06-20 12:00:00,3219.011256169523
-427,2019-06-20 12:00:00,3168.3520356074296
-428,2019-06-20 12:00:00,1128.5043524375312
-429,2019-06-20 12:00:00,1139.933653796891
-430,2019-06-20 12:00:00,1037.1851712323999
-431,2019-06-20 12:00:00,4532.046174514757
-432,2019-06-20 12:00:00,4515.510253187778
-433,2019-06-20 12:00:00,1051.7643418631626
-434,2019-06-20 12:00:00,4938.235772460535
-435,2019-06-20 12:00:00,7801.685041744203
-436,2019-06-20 12:00:00,7514.955512402075
-437,2019-06-20 12:00:00,549.0861361274988
-438,2019-06-20 12:00:00,995.19308243672
-439,2019-06-20 12:00:00,1188.376855158764
-440,2019-06-20 12:00:00,1211.2987228248544
-441,2019-06-20 12:00:00,550.1946720093558
-442,2019-06-20 12:00:00,1118.5907281578336
-443,2019-06-20 12:00:00,1280.3633980703005
-444,2019-06-20 12:00:00,1704.3152451637022
-445,2019-06-20 12:00:00,339.5057715329458
-446,2019-06-20 12:00:00,234.94461284807042
-447,2019-06-20 12:00:00,215.72507393035775
-448,2019-06-20 12:00:00,341.94322331525944
-449,2019-06-20 12:00:00,721.5474811869999
-450,2019-06-20 12:00:00,956.8656992817255
-451,2019-06-20 12:00:00,1497.801470550245
-452,2019-06-20 12:00:00,1025.9868498770766
-453,2019-06-20 12:00:00,1253.6033515027432
-454,2019-06-20 12:00:00,1497.801470550245
-455,2019-06-20 12:00:00,906.0260655057051
-456,2019-06-20 12:00:00,1302.20249917544
-457,2019-06-20 12:00:00,679.6269434534304
-458,2019-06-20 12:00:00,654.0442977790032
-459,2019-06-20 12:00:00,1306.1686092576626
-460,2019-06-20 12:00:00,2.71650244168063e-10
-461,2019-06-20 12:00:00,3542.8003125742007
-462,2019-06-20 12:00:00,4293.764716102862
-463,2019-06-20 12:00:00,4602.422273147737
-464,2019-06-20 12:00:00,4491.741466561492
-465,2019-06-20 12:00:00,4512.953200622841
-466,2019-06-20 12:00:00,3542.8003125742007
-467,2019-06-20 12:00:00,321.8733501662658
-468,2019-06-20 12:00:00,1137.33588271457
-469,2019-06-20 12:00:00,557.0686410610658
-470,2019-06-20 12:00:00,726.3783001274712
-471,2019-06-20 12:00:00,607.3720265664566
-472,2019-06-20 12:00:00,1203.0502484673443
-473,2019-06-20 12:00:00,1541.5709833067974
-474,2019-06-20 12:00:00,1877.7864640105165
-475,2019-06-20 12:00:00,2153.5449500780037
-476,2019-06-20 12:00:00,2310.513770990764
-477,2019-06-20 12:00:00,2213.210034358313
-478,2019-06-20 12:00:00,2348.0725561797917
-479,2019-06-20 12:00:00,1216.5917694439604
-480,2019-06-20 12:00:00,1743.1521532803324
-481,2019-06-20 12:00:00,1048.350204878573
-482,2019-06-20 12:00:00,884.9194756845241
-483,2019-06-20 12:00:00,1513.139036772016
-484,2019-06-20 12:00:00,1184.586531320353
-485,2019-06-20 12:00:00,1198.6153758910366
-486,2019-06-20 12:00:00,1821.1004071445184
-487,2019-06-20 12:00:00,1567.6830523093838
-488,2019-06-20 12:00:00,8.170013358652337e-10
-489,2019-06-20 12:00:00,53.08426981500456
-490,2019-06-20 12:00:00,33.61620736795908
-491,2019-06-20 12:00:00,164.34741764029346
-492,2019-06-20 12:00:00,41.52287534032121
-493,2019-06-20 12:00:00,20.78004456670047
-494,2019-06-20 12:00:00,78.0810963979772
-495,2019-06-20 12:00:00,68.7444924641825
-496,2019-06-20 12:00:00,349.15912970145956
-497,2019-06-20 12:00:00,252.34423355078985
-498,2019-06-20 12:00:00,507.8061758661912
-499,2019-06-20 12:00:00,418.6025840919833
-500,2019-06-20 12:00:00,108.88120253524487
-501,2019-06-20 12:00:00,186.3430149394077
-502,2019-06-20 12:00:00,320.3584582668331
-503,2019-06-20 12:00:00,320.35428031735387
-504,2019-06-20 12:00:00,61.982573057640224
-505,2019-06-20 12:00:00,115.17976386043355
-506,2019-06-20 12:00:00,46.982249069450646
-507,2019-06-20 12:00:00,375.2171840909173
-508,2019-06-20 12:00:00,6.720509010236454e-10
-509,2019-06-20 12:00:00,4644.8723200023815
-510,2019-06-20 12:00:00,4285.624955513088
-511,2019-06-20 12:00:00,4238.9589583215
-512,2019-06-20 12:00:00,4593.65079511373
-513,2019-06-20 12:00:00,2686.9048995947533
-514,2019-06-20 12:00:00,2491.2072861806196
-515,2019-06-20 12:00:00,2435.593847936839
-516,2019-06-20 12:00:00,2547.9776629453995
-517,2019-06-20 12:00:00,2513.2289740168776
-518,2019-06-20 12:00:00,2501.667894130903
-519,2019-06-20 12:00:00,2435.593847936839
-520,2019-06-20 12:00:00,3571.4341000287536
-521,2019-06-20 12:00:00,2454.924345643392
-522,2019-06-20 12:00:00,3384.969785877042
-523,2019-06-20 12:00:00,3486.563635539351
-524,2019-06-20 12:00:00,3469.3286455774337
-525,2019-06-20 12:00:00,2544.4770084681786
-526,2019-06-20 12:00:00,667.7008180887487
-527,2019-06-20 12:00:00,624.0459334641979
-528,2019-06-20 12:00:00,431.92016620803673
-529,2019-06-20 12:00:00,622.3448833542807
-530,2019-06-20 12:00:00,596.3736339271429
-531,2019-06-20 12:00:00,878.6090593862408
