way_id,local_hour,population
-177,2019-06-20 12:00:00,2.75
-178,2019-06-20 12:00:00,15.047619047619047
-179,2019-06-20 12:00:00,3.0
-180,2019-06-20 12:00:00,27.166666666666668
-181,2019-06-20 12:00:00,22.41176470588235
-182,2019-06-20 12:00:00,22.814814814814813
-183,2019-06-20 12:00:00,1.3333333333333333
-184,2019-06-20 12:00:00,0.0
-185,2019-06-20 12:00:00,13.541666666666666
-186,2019-06-20 12:00:00,10.5
-187,2019-06-20 12:00:00,12.142857142857142
-188,2019-06-20 12:00:00,22.5
-189,2019-06-20 12:00:00,16.5
-190,2019-06-20 12:00:00,19.0
-191,2019-06-20 12:00:00,22.0
-192,2019-06-20 12:00:00,18.75
-193,2019-06-20 12:00:00,14.0
-194,2019-06-20 12:00:00,14.5
-195,2019-06-20 12:00:00,14.81578947368421
-196,2019-06-20 12:00:00,39.5
-197,2019-06-20 12:00:00,30.493333333333332
-198,2019-06-20 12:00:00,6.166666666666667
-199,2019-06-20 12:00:00,8.5
-200,2019-06-20 12:00:00,9.0
-201,2019-06-20 12:00:00,8.0
-202,2019-06-20 12:00:00,6.1
-203,2019-06-20 12:00:00,2.5
-204,2019-06-20 12:00:00,1.5
-205,2019-06-20 12:00:00,13.0
-206,2019-06-20 12:00:00,5.5
-207,2019-06-20 12:00:00,2.0
-208,2019-06-20 12:00:00,2.5
-209,2019-06-20 12:00:00,2.5
-210,2019-06-20 12:00:00,3.0
-211,2019-06-20 12:00:00,4.666666666666667
-212,2019-06-20 12:00:00,5.5
-213,2019-06-20 12:00:00,3.0
-214,2019-06-20 12:00:00,4.5
-215,2019-06-20 12:00:00,26.071428571428573
-216,2019-06-20 12:00:00,34.95454545454545
-217,2019-06-20 12:00:00,33.42424242424242
-218,2019-06-20 12:00:00,17.5
-219,2019-06-20 12:00:00,12.0
-220,2019-06-20 12:00:00,57.95652173913044
-221,2019-06-20 12:00:00,36.20754716981132
-222,2019-06-20 12:00:00,89.28673835125448
-223,2019-06-20 12:00:00,13.75
-224,2019-06-20 12:00:00,14.0
-225,2019-06-20 12:00:00,10.0
-226,2019-06-20 12:00:00,15.333333333333334
-227,2019-06-20 12:00:00,12.0
-228,2019-06-20 12:00:00,11.5
-229,2019-06-20 12:00:00,14.5
-230,2019-06-20 12:00:00,5.333333333333333
-231,2019-06-20 12:00:00,5.5
-232,2019-06-20 12:00:00,7.5
-233,2019-06-20 12:00:00,11.5
-234,2019-06-20 12:00:00,21.0
-235,2019-06-20 12:00:00,24.428571428571427
-236,2019-06-20 12:00:00,20.0
-237,2019-06-20 12:00:00,5.5
-238,2019-06-20 12:00:00,61.5
-239,2019-06-20 12:00:00,6.5
-240,2019-06-20 12:00:00,4.0
-241,2019-06-20 12:00:00,2.9
-242,2019-06-20 12:00:00,7.0
-243,2019-06-20 12:00:00,6.428571428571429
-244,2019-06-20 12:00:00,50.8018018018018
-245,2019-06-20 12:00:00,22.389830508474578
-246,2019-06-20 12:00:00,74.3
-247,2019-06-20 12:00:00,10.333333333333334
-248,2019-06-20 12:00:00,52.5
-249,2019-06-20 12:00:00,64.13907284768212
-250,2019-06-20 12:00:00,156.22155688622755
-251,2019-06-20 12:00:00,34.83177570093458
-252,2019-06-20 12:00:00,60.0
-253,2019-06-20 12:00:00,96.25
-254,2019-06-20 12:00:00,64.0
-255,2019-06-20 12:00:00,102.14285714285714
-256,2019-06-20 12:00:00,4.0
-257,2019-06-20 12:00:00,54.89519650655022
-258,2019-06-20 12:00:00,31.564315352697097
-259,2019-06-20 12:00:00,60.68681318681319
-260,2019-06-20 12:00:00,156.97005988023952
-261,2019-06-20 12:00:00,149.2625
-262,2019-06-20 12:00:00,10.045454545454545
-263,2019-06-20 12:00:00,154.58333333333334
-264,2019-06-20 12:00:00,208.65217391304347
-265,2019-06-20 12:00:00,161.81159420289856
-266,2019-06-20 12:00:00,68.3030303030303
-267,2019-06-20 12:00:00,162.80327868852459
-268,2019-06-20 12:00:00,134.90322580645162
-269,2019-06-20 12:00:00,58.5
-270,2019-06-20 12:00:00,146.57142857142858
-271,2019-06-20 12:00:00,209.6764705882353
-272,2019-06-20 12:00:00,79.01041666666667
-273,2019-06-20 12:00:00,124.3943661971831
-274,2019-06-20 12:00:00,157.06666666666666
-275,2019-06-20 12:00:00,107.5
-276,2019-06-20 12:00:00,108.5813953488372
-277,2019-06-20 12:00:00,95.36363636363636
-278,2019-06-20 12:00:00,77.25
-279,2019-06-20 12:00:00,118.95475113122171
-280,2019-06-20 12:00:00,123.0
-281,2019-06-20 12:00:00,70.0
-282,2019-06-20 12:00:00,135.5
-283,2019-06-20 12:00:00,158.63636363636363
-284,2019-06-20 12:00:00,163.5
-285,2019-06-20 12:00:00,158.5
-286,2019-06-20 12:00:00,127.73076923076923
-287,2019-06-20 12:00:00,56.30769230769231
-288,2019-06-20 12:00:00,175.34408602150538
-289,2019-06-20 12:00:00,113.3
-290,2019-06-20 12:00:00,128.22222222222223
-291,2019-06-20 12:00:00,186.11111111111111
-292,2019-06-20 12:00:00,43.5
-293,2019-06-20 12:00:00,4.566666666666666
-294,2019-06-20 12:00:00,5.0
-295,2019-06-20 12:00:00,10.0
-296,2019-06-20 12:00:00,3.5
-297,2019-06-20 12:00:00,12.0
-298,2019-06-20 12:00:00,307.5416666666667
-299,2019-06-20 12:00:00,18.414634146341463
-300,2019-06-20 12:00:00,30.5
-301,2019-06-20 12:00:00,33.42857142857143
-302,2019-06-20 12:00:00,56.0
-303,2019-06-20 12:00:00,48.5
-304,2019-06-20 12:00:00,52.2
-305,2019-06-20 12:00:00,45.0
-306,2019-06-20 12:00:00,31.0
-307,2019-06-20 12:00:00,32.44897959183673
-308,2019-06-20 12:00:00,35.24770642201835
-309,2019-06-20 12:00:00,54.0
-310,2019-06-20 12:00:00,53.5
-311,2019-06-20 12:00:00,51.0
-312,2019-06-20 12:00:00,60.0
-313,2019-06-20 12:00:00,140.0
-314,2019-06-20 12:00:00,67.0
-315,2019-06-20 12:00:00,56.26315789473684
-316,2019-06-20 12:00:00,92.18888888888888
-317,2019-06-20 12:00:00,70.46153846153847
-318,2019-06-20 12:00:00,20.88888888888889
-319,2019-06-20 12:00:00,20.423076923076923
-320,2019-06-20 12:00:00,28.473684210526315
-321,2019-06-20 12:00:00,28.5
-322,2019-06-20 12:00:00,137.5
-323,2019-06-20 12:00:00,134.5
-324,2019-06-20 12:00:00,138.5
-325,2019-06-20 12:00:00,136.5
-326,2019-06-20 12:00:00,121.34132581100141
-327,2019-06-20 12:00:00,146.0
-328,2019-06-20 12:00:00,57.5
-329,2019-06-20 12:00:00,135.8244680851064
-330,2019-06-20 12:00:00,56.5
-331,2019-06-20 12:00:00,77.25
-332,2019-06-20 12:00:00,74.35
-333,2019-06-20 12:00:00,119.5609756097561
-334,2019-06-20 12:00:00,41.357142857142854
-335,2019-06-20 12:00:00,41.0
-336,2019-06-20 12:00:00,86.5
-337,2019-06-20 12:00:00,30.0
-338,2019-06-20 12:00:00,227.0
-339,2019-06-20 12:00:00,226.42424242424244
-340,2019-06-20 12:00:00,159.45625
-341,2019-06-20 12:00:00,139.3288590604027
-342,2019-06-20 12:00:00,10.0
-343,2019-06-20 12:00:00,116.26190476190476
-344,2019-06-20 12:00:00,80.76923076923077
-345,2019-06-20 12:00:00,119.42
-346,2019-06-20 12:00:00,109.92857142857143
-347,2019-06-20 12:00:00,165.43356643356643
-348,2019-06-20 12:00:00,49.07142857142857
-349,2019-06-20 12:00:00,99.76388888888889
-350,2019-06-20 12:00:00,25.5
-351,2019-06-20 12:00:00,32.57142857142857
-352,2019-06-20 12:00:00,68.5
-353,2019-06-20 12:00:00,93.0
-354,2019-06-20 12:00:00,73.60714285714286
-355,2019-06-20 12:00:00,86.8
-356,2019-06-20 12:00:00,63.111111111111114
-357,2019-06-20 12:00:00,123.58510638297872
-358,2019-06-20 12:00:00,94.5
-359,2019-06-20 12:00:00,66.66666666666667
-360,2019-06-20 12:00:00,82.0
-361,2019-06-20 12:00:00,77.25
-362,2019-06-20 12:00:00,79.0
-363,2019-06-20 12:00:00,87.1923076923077
-364,2019-06-20 12:00:00,97.38095238095238
-365,2019-06-20 12:00:00,124.12396694214875
-366,2019-06-20 12:00:00,187.5
-367,2019-06-20 12:00:00,100.5
-368,2019-06-20 12:00:00,121.53658536585365
-369,2019-06-20 12:00:00,47.5
-370,2019-06-20 12:00:00,88.0
-371,2019-06-20 12:00:00,126.0
-372,2019-06-20 12:00:00,106.4
-373,2019-06-20 12:00:00,82.0
-374,2019-06-20 12:00:00,78.7936507936508
-375,2019-06-20 12:00:00,32.775510204081634
-376,2019-06-20 12:00:00,55.5
-377,2019-06-20 12:00:00,30.5
-378,2019-06-20 12:00:00,45.0
-379,2019-06-20 12:00:00,109.24867724867725
-380,2019-06-20 12:00:00,113.53333333333333
-381,2019-06-20 12:00:00,68.5
-382,2019-06-20 12:00:00,72.5
-383,2019-06-20 12:00:00,89.5
-384,2019-06-20 12:00:00,39.23076923076923
-385,2019-06-20 12:00:00,31.0
-386,2019-06-20 12:00:00,76.5
-387,2019-06-20 12:00:00,92.08
-388,2019-06-20 12:00:00,97.0
-389,2019-06-20 12:00:00,93.5
-390,2019-06-20 12:00:00,89.0
-391,2019-06-20 12:00:00,99.24
-392,2019-06-20 12:00:00,112.0
-393,2019-06-20 12:00:00,96.38709677419355
-394,2019-06-20 12:00:00,74.56603773584905
-395,2019-06-20 12:00:00,134.95652173913044
-396,2019-06-20 12:00:00,159.07692307692307
-397,2019-06-20 12:00:00,166.11111111111111
-398,2019-06-20 12:00:00,7.5
-399,2019-06-20 12:00:00,10.5
-400,2019-06-20 12:00:00,51.77777777777778
-401,2019-06-20 12:00:00,1.5
-402,2019-06-20 12:00:00,36.5
-403,2019-06-20 12:00:00,8.5
-404,2019-06-20 12:00:00,16.416666666666668
-405,2019-06-20 12:00:00,11.5
-406,2019-06-20 12:00:00,9.5
-407,2019-06-20 12:00:00,7.666666666666667
-408,2019-06-20 12:00:00,17.5
-409,2019-06-20 12:00:00,23.0
-410,2019-06-20 12:00:00,8.0
-411,2019-06-20 12:00:00,22.5
-412,2019-06-20 12:00:00,33.75
-413,2019-06-20 12:00:00,34.5
-414,2019-06-20 12:00:00,44.5
-415,2019-06-20 12:00:00,45.5
-416,2019-06-20 12:00:00,16.0
-417,2019-06-20 12:00:00,14.0
-418,2019-06-20 12:00:00,12.5
-419,2019-06-20 12:00:00,11.5
-420,2019-06-20 12:00:00,10.5
-421,2019-06-20 12:00:00,16.214285714285715
-422,2019-06-20 12:00:00,16.5
-423,2019-06-20 12:00:00,15.0
-424,2019-06-20 12:00:00,10.666666666666666
-425,2019-06-20 12:00:00,13.0
-426,2019-06-20 12:00:00,12.0
-427,2019-06-20 12:00:00,11.5
-428,2019-06-20 12:00:00,20.877551020408163
-429,2019-06-20 12:00:00,16.6875
-430,2019-06-20 12:00:00,23.5
-431,2019-06-20 12:00:00,24.285714285714285
-432,2019-06-20 12:00:00,20.0
-433,2019-06-20 12:00:00,83.55147058823529
-434,2019-06-20 12:00:00,5.354838709677419
-435,2019-06-20 12:00:00,25.1864406779661
-436,2019-06-20 12:00:00,11.884615384615385
-437,2019-06-20 12:00:00,117.41666666666667
-438,2019-06-20 12:00:00,10.0
-439,2019-06-20 12:00:00,12.05084745762712
-440,2019-06-20 12:00:00,54.0
-441,2019-06-20 12:00:00,96.6951219512195
-442,2019-06-20 12:00:00,92.5
-443,2019-06-20 12:00:00,480.53684210526313
-444,2019-06-20 12:00:00,519.390243902439
-445,2019-06-20 12:00:00,110.0
-446,2019-06-20 12:00:00,100.0
-447,2019-06-20 12:00:00,124.56603773584905
-448,2019-06-20 12:00:00,29.5
-449,2019-06-20 12:00:00,114.98780487804878
-450,2019-06-20 12:00:00,55.5
-451,2019-06-20 12:00:00,141.0
-452,2019-06-20 12:00:00,93.0
-453,2019-06-20 12:00:00,49.0
-454,2019-06-20 12:00:00,145.5
-455,2019-06-20 12:00:00,60.5
-456,2019-06-20 12:00:00,46.0
-457,2019-06-20 12:00:00,79.5
-458,2019-06-20 12:00:00,86.5
-459,2019-06-20 12:00:00,120.35483870967742
-460,2019-06-20 12:00:00,49.0
-461,2019-06-20 12:00:00,74.5
-462,2019-06-20 12:00:00,182.0
-463,2019-06-20 12:00:00,163.5
-464,2019-06-20 12:00:00,120.71212121212122
-465,2019-06-20 12:00:00,124.5
-466,2019-06-20 12:00:00,115.50869565217391
-467,2019-06-20 12:00:00,98.1891891891892
-468,2019-06-20 12:00:00,89.5
-469,2019-06-20 12:00:00,29.0
-470,2019-06-20 12:00:00,24.074074074074073
-471,2019-06-20 12:00:00,46.31481481481482
-472,2019-06-20 12:00:00,83.5
